,type,annulus_width,devices_set_1,devices_set_2,dr_set_1,dr_set_2,mod_set_1,mod_set_2,cr_set_1,cr_set_2,tx_pkts_mean_set_1,tx_pkts_std_set_1,tx_pkts_mean_set_2,tx_pkts_std_set_2,rx_pkts_mean_set_1,rx_pkts_std_set_1,rx_pkts_mean_set_2,rx_pkts_std_set_2,payload_size
1746,POWER,24,50,10,1,5,CSS,CSS,0.8,0.8,3150.233333333333,61.517847455478766,8897.966666666667,95.02262303730038,1341.4,33.70815924965349,4657.433333333333,73.54666696881797,10
1747,POWER,24,50,50,1,5,CSS,CSS,0.8,0.8,3147.3,55.17254752138966,44376.13333333333,191.43070692957164,838.9,41.32743237447333,12861.333333333334,161.3644598072602,10
1748,POWER,24,50,100,1,5,CSS,CSS,0.8,0.8,3148.9333333333334,67.31267009676229,88662.3,290.51014325378264,472.8333333333333,22.19471909161176,12838.5,185.56396022216526,10
1749,POWER,24,50,300,1,5,CSS,CSS,0.8,0.8,3133.366666666667,53.376950914124805,266100.23333333334,475.10410672001376,55.5,7.205322107072429,4161.633333333333,128.30185328184297,10
1750,POWER,24,50,1,1,8,CSS,FHSS,0.8,0.3333333333333333,3152.7,54.3581640602403,14.166666666666666,3.7866725352067196,1500.4,27.609901605523092,11.266666666666667,3.2345358588555206,10
1751,POWER,24,50,10,1,8,CSS,FHSS,0.8,0.3333333333333333,3147.0333333333333,52.55821111449242,144.13333333333333,11.462208435647216,1426.5333333333333,24.60045166703697,118.86666666666666,10.944506486005762,10
1752,POWER,24,50,50,1,8,CSS,FHSS,0.8,0.3333333333333333,3160.0,50.581287712618256,717.6666666666666,25.22212432678016,1157.3333333333333,29.179140189906594,584.2666666666667,23.38936130428153,10
1753,POWER,24,50,100,1,8,CSS,FHSS,0.8,0.3333333333333333,3142.3333333333335,43.8401135440541,1436.6666666666667,36.30365760575036,886.7333333333333,23.793463154591194,1170.5333333333333,31.177698582302206,10
1754,POWER,24,50,300,1,8,CSS,FHSS,0.8,0.3333333333333333,3129.7,46.30273570031617,4338.766666666666,61.72772652724399,299.06666666666666,19.592402155484205,3528.133333333333,56.27831632954995,10
1755,POWER,24,50,1,1,9,CSS,FHSS,0.8,0.6666666666666666,3167.4,58.153589743024455,34.36666666666667,4.833793081582574,1499.6333333333334,27.91234294875457,23.8,5.015974481593782,10
1756,POWER,24,50,10,1,9,CSS,FHSS,0.8,0.6666666666666666,3167.233333333333,55.447081878931094,337.9,13.874076545846213,1398.4666666666667,32.324122399361265,235.9,10.771412782608108,10
1757,POWER,24,50,50,1,9,CSS,FHSS,0.8,0.6666666666666666,3142.7,63.0032538842241,1688.1666666666667,35.57535039259003,1038.5666666666666,31.0490830066776,1187.5333333333333,33.79717279431652,10
1758,POWER,24,50,100,1,9,CSS,FHSS,0.8,0.6666666666666666,3139.366666666667,47.98713948086044,3381.633333333333,55.24942433083705,704.4333333333333,24.286736206323724,2374.633333333333,51.90792061161979,10
1759,POWER,24,50,300,1,9,CSS,FHSS,0.8,0.6666666666666666,3147.733333333333,53.889970206791624,10080.0,97.28514789010704,161.7,9.90673171804573,7042.066666666667,75.16866959637431,10
1760,POWER,24,50,1,2,0,CSS,CSS,0.8,0.8,6282.033333333334,79.47514635965693,35.666666666666664,6.589554023014169,2987.9333333333334,41.29078455162712,21.3,5.8603185351423805,10
1761,POWER,24,50,10,2,0,CSS,CSS,0.8,0.8,6300.133333333333,77.83047103944716,364.03333333333336,18.78915171640865,2730.266666666667,46.07452899620594,186.56666666666666,10.91079995030408,10
1762,POWER,24,50,50,2,0,CSS,CSS,0.8,0.8,6286.933333333333,75.40509856030219,1816.2,40.90916767669565,1814.5,43.038548612455166,522.9666666666667,20.67120917819973,10
1763,POWER,24,50,100,2,0,CSS,CSS,0.8,0.8,6283.9,70.44446985628704,3669.6666666666665,45.01431870959382,1080.3666666666666,39.01323137375603,522.0,22.176564206386885,10
1764,POWER,24,50,300,2,0,CSS,CSS,0.8,0.8,6301.266666666666,83.38662296129331,10963.766666666666,92.29723120922365,145.83333333333334,11.736221235512259,130.06666666666666,10.487876598985876,10
1765,POWER,24,50,1,2,1,CSS,CSS,0.8,0.8,6301.533333333334,72.47470056662685,61.56666666666667,8.1104185396864,3004.9666666666667,38.92255844051821,35.43333333333333,5.327183954857284,10
1766,POWER,24,50,10,2,1,CSS,CSS,0.8,0.8,6274.033333333334,104.28438148746064,631.9666666666667,24.19019544269032,2720.4,37.22508115057194,324.5,20.134133538181704,10
1767,POWER,24,50,50,2,1,CSS,CSS,0.8,0.8,6292.566666666667,87.94683368692448,3143.6666666666665,53.61363839754044,1803.3666666666666,38.190298360825736,888.7666666666667,21.034389830835494,10
1768,POWER,24,50,100,2,1,CSS,CSS,0.8,0.8,6281.4,69.03264928037072,6279.666666666667,65.29182354799276,1071.4,31.234169323568274,897.8,23.53777106411452,10
1769,POWER,24,50,300,2,1,CSS,CSS,0.8,0.8,6288.6,78.83679344062645,18892.766666666666,169.91540705761662,134.93333333333334,13.747565441035572,225.8,11.475771578997787,10
1770,POWER,24,50,1,2,2,CSS,CSS,0.8,0.8,6306.2,70.21842113481807,122.96666666666667,9.52009570446759,2989.133333333333,45.250217924582664,57.333333333333336,10.743473471006583,10
1771,POWER,24,50,10,2,2,CSS,CSS,0.8,0.8,6290.4,82.53064077460363,1258.4666666666667,24.50269826411414,2613.9333333333334,59.44966124564733,532.4333333333333,35.24834117452274,10
1772,POWER,24,50,50,2,2,CSS,CSS,0.8,0.8,6290.966666666666,72.72298276488817,6300.866666666667,75.45229545142341,1487.3666666666666,48.32906877738168,1497.0,56.48126533049108,10
1773,POWER,24,50,100,2,2,CSS,CSS,0.8,0.8,6301.366666666667,81.3779181077739,12566.433333333332,121.63214578757085,733.9333333333333,35.33830153750397,1558.7333333333333,48.941416226159845,10
1774,POWER,24,50,300,2,2,CSS,CSS,0.8,0.8,6262.833333333333,85.61116879369317,37731.433333333334,196.94460868195628,53.93333333333333,9.963042819451406,485.76666666666665,19.475939572257413,10
1775,POWER,24,50,1,2,3,CSS,CSS,0.8,0.8,6309.533333333334,95.7105822548142,253.5,15.034959261667456,3008.2,49.95424573213639,148.26666666666668,10.404913369280026,10
1776,POWER,24,50,10,2,3,CSS,CSS,0.8,0.8,6294.833333333333,57.961529387076126,2534.4333333333334,43.36948491995521,2709.9,45.361768043144,1300.0333333333333,33.32614922582899,10
1777,POWER,24,50,50,2,3,CSS,CSS,0.8,0.8,6285.933333333333,68.4095185059961,12595.966666666667,128.64951958281418,1729.6,63.17362318774084,3691.733333333333,63.46544116463875,10
1778,POWER,24,50,100,2,3,CSS,CSS,0.8,0.8,6272.666666666667,71.30186221660382,25250.633333333335,134.8029384776987,998.1,40.14004650387607,3737.733333333333,65.37631239388027,10
1779,POWER,24,50,300,2,3,CSS,CSS,0.8,0.8,6288.133333333333,90.71704482743154,75683.63333333333,301.69902036448326,122.36666666666666,14.513174091914635,1114.0666666666666,33.54691573834405,10
1780,POWER,24,50,1,2,4,CSS,CSS,0.8,0.8,6278.066666666667,64.11964510888131,504.0,21.756225162774292,2992.133333333333,50.08974168651923,303.6333333333333,18.256475259175545,10
1781,POWER,24,50,10,2,4,CSS,CSS,0.8,0.8,6284.2,83.04593106628805,5054.666666666667,71.30513461330972,2694.3333333333335,45.474779334874796,2632.266666666667,50.88151814646344,10
1782,POWER,24,50,50,2,4,CSS,CSS,0.8,0.8,6297.366666666667,97.51084839932199,25270.9,140.16189448871853,1696.0666666666666,58.29347209498581,7393.233333333334,97.88724238746447,10
1783,POWER,24,50,100,2,4,CSS,CSS,0.8,0.8,6295.033333333334,79.40759129677436,50429.86666666667,190.1241231990886,975.9333333333333,47.904024419202564,7436.7,94.67352674674513,10
1784,POWER,24,50,300,2,4,CSS,CSS,0.8,0.8,6279.533333333334,69.95795562733059,151502.76666666666,405.2940235872663,113.83333333333333,13.98828875246083,2314.0666666666666,62.81556778025298,10
1785,POWER,24,50,1,2,5,CSS,CSS,0.8,0.8,6266.2,86.58768195688499,884.6,29.729446681699272,2986.3,48.54080757465825,530.4333333333333,26.9823193138684,10
1786,POWER,24,50,10,2,5,CSS,CSS,0.8,0.8,6273.766666666666,90.69019915196031,8875.2,92.01644780508899,2677.633333333333,57.68100977695249,4621.166666666667,85.754332576002,10
1787,POWER,24,50,50,2,5,CSS,CSS,0.8,0.8,6292.6,75.58024433232094,44324.333333333336,168.12164907854338,1669.8333333333333,57.9379457312352,12847.1,116.71256716109596,10
1788,POWER,24,50,100,2,5,CSS,CSS,0.8,0.8,6298.1,82.03834469319818,88709.26666666666,249.6176988027002,920.1,69.43550964744192,12873.2,144.67121344621398,10
1789,POWER,24,50,300,2,5,CSS,CSS,0.8,0.8,6282.566666666667,97.63902339172022,266121.93333333335,384.66175040185925,108.4,14.802252080905346,4327.6,112.05879409191112,10
1790,POWER,24,50,1,2,8,CSS,FHSS,0.8,0.3333333333333333,6294.7,72.3261824422295,15.0,4.171330722922842,2998.0333333333333,43.43998414159727,13.6,3.9799497484264803,10
1791,POWER,24,50,10,2,8,CSS,FHSS,0.8,0.3333333333333333,6274.533333333334,69.2178846509741,142.46666666666667,13.664390054281807,2862.766666666667,40.80415283876004,129.23333333333332,12.94265128257044,10
1792,POWER,24,50,50,2,8,CSS,FHSS,0.8,0.3333333333333333,6286.333333333333,73.73797453747214,710.7666666666667,23.935584852311887,2334.866666666667,51.816170792094965,640.1333333333333,22.980764903622237,10
1793,POWER,24,50,100,2,8,CSS,FHSS,0.8,0.3333333333333333,6301.933333333333,78.1276448441196,1441.9333333333334,37.77029991349758,1775.8,36.921899553878134,1302.4333333333334,34.47190482439609,10
1794,POWER,24,50,300,2,8,CSS,FHSS,0.8,0.3333333333333333,6289.066666666667,75.4108450791765,4291.933333333333,59.36605839104436,635.4666666666667,28.765411328345174,3861.8333333333335,51.58105810814233,10
1795,POWER,24,50,1,2,9,CSS,FHSS,0.8,0.6666666666666666,6299.866666666667,81.0665296051473,34.3,4.619884558442271,2985.8333333333335,47.022039749698465,27.033333333333335,4.191128196029746,10
1796,POWER,24,50,10,2,9,CSS,FHSS,0.8,0.6666666666666666,6269.133333333333,83.84339899810573,337.3,16.58945448168806,2799.9,43.80665855019455,264.9,12.6710957168931,10
1797,POWER,24,50,50,2,9,CSS,FHSS,0.8,0.6666666666666666,6300.333333333333,74.81414007763209,1685.3333333333333,29.540179793329326,2098.3,46.789706845273855,1321.6333333333334,32.46380890913586,10
1798,POWER,24,50,100,2,9,CSS,FHSS,0.8,0.6666666666666666,6295.9,81.77503694078447,3378.8,64.25490902128283,1452.1666666666667,42.42804366087233,2634.266666666667,59.41600981404105,10
1799,POWER,24,50,300,2,9,CSS,FHSS,0.8,0.6666666666666666,6289.433333333333,67.47724719406452,10085.366666666667,89.88640361898764,340.6,19.676720593974327,7863.0,126.66780701241075,10
1800,POWER,24,50,1,3,0,CSS,CSS,0.8,0.8,12599.466666666667,107.4364101327954,35.666666666666664,6.425643072011461,6015.833333333333,56.35783490833866,18.833333333333332,5.190268672129497,10
1801,POWER,24,50,10,3,0,CSS,CSS,0.8,0.8,12619.7,106.82607359629014,361.96666666666664,21.102106266647624,5477.366666666667,78.7792203284315,182.56666666666666,13.800201286776783,10
1802,POWER,24,50,50,3,0,CSS,CSS,0.8,0.8,12616.6,98.318055310304,1835.5666666666666,37.45368992354276,3639.233333333333,66.45734638765597,511.6666666666667,17.495396219831342,10
1803,POWER,24,50,100,3,0,CSS,CSS,0.8,0.8,12610.366666666667,88.5770788008325,3670.6666666666665,52.822554105440815,2195.0333333333333,50.10421361744162,503.73333333333335,18.651064908530618,10
1804,POWER,24,50,300,3,0,CSS,CSS,0.8,0.8,12614.966666666667,115.21674743234549,10991.4,120.56660676433863,291.9,18.51368862940788,129.23333333333332,12.627175280147004,10
1805,POWER,24,50,1,3,1,CSS,CSS,0.8,0.8,12628.2,110.71326328252938,63.233333333333334,7.753207221674281,6004.566666666667,64.96444326621209,37.833333333333336,8.548229186341592,10
1806,POWER,24,50,10,3,1,CSS,CSS,0.8,0.8,12617.333333333334,104.99693117208501,629.7,23.52608481381181,5496.1,63.9684036588898,313.8333333333333,19.478335543766455,10
1807,POWER,24,50,50,3,1,CSS,CSS,0.8,0.8,12639.4,92.70008989567737,3145.4666666666667,47.71005018744886,3630.133333333333,61.02935541378609,881.6666666666666,28.467915663466165,10
1808,POWER,24,50,100,3,1,CSS,CSS,0.8,0.8,12618.833333333334,127.95365914614902,6277.333333333333,74.88984503181248,2189.8,56.26449442884326,861.8,32.777431259938595,10
1809,POWER,24,50,300,3,1,CSS,CSS,0.8,0.8,12616.233333333334,108.25115344522764,18884.2,141.38797685800586,283.9,16.38159536390356,217.26666666666668,15.092897520209814,10
1810,POWER,24,50,1,3,2,CSS,CSS,0.8,0.8,12585.0,133.82301745215582,124.76666666666667,8.769961358080332,6012.466666666666,66.57563785316334,71.53333333333333,9.851339446435134,10
1811,POWER,24,50,10,3,2,CSS,CSS,0.8,0.8,12594.433333333332,95.52161477324852,1257.8666666666666,38.09876055143468,5470.333333333333,67.14826050530935,628.5333333333333,29.93407571462478,10
1812,POWER,24,50,50,3,2,CSS,CSS,0.8,0.8,12606.6,93.90264462019515,6289.1,65.17941904210765,3593.266666666667,51.38023831093905,1791.4333333333334,47.83491286590673,10
1813,POWER,24,50,100,3,2,CSS,CSS,0.8,0.8,12635.633333333333,126.72686727323804,12604.9,105.54820383755155,2133.233333333333,49.52486468656146,1791.7333333333333,39.59034674709929,10
1814,POWER,24,50,300,3,2,CSS,CSS,0.8,0.8,12613.466666666667,109.87651654875528,37764.1,172.16781542049802,268.3,18.074198921851742,478.76666666666665,22.4346210625948,10
1815,POWER,24,50,1,3,3,CSS,CSS,0.8,0.8,12599.7,89.52956681082141,249.43333333333334,14.568649750596503,6002.833333333333,76.96063207178648,112.6,16.3331972783449,10
1816,POWER,24,50,10,3,3,CSS,CSS,0.8,0.8,12632.366666666667,142.1265828603346,2523.9,45.947324913063945,5259.4,79.53053920769473,1056.1333333333334,64.45242862418417,10
1817,POWER,24,50,50,3,3,CSS,CSS,0.8,0.8,12615.766666666666,119.94906789503989,12645.1,86.00711210901883,2946.233333333333,112.95860106939867,3048.9333333333334,112.84736988024528,10
1818,POWER,24,50,100,3,3,CSS,CSS,0.8,0.8,12635.233333333334,121.47995262136419,25266.233333333334,207.7908697598515,1461.8666666666666,62.054671236114224,3149.766666666667,89.5275314575851,10
1819,POWER,24,50,300,3,3,CSS,CSS,0.8,0.8,12628.366666666667,113.62202935855159,75681.13333333333,298.64703060450626,115.56666666666666,14.854142706853047,1027.2666666666667,48.23894231381483,10
1820,POWER,24,50,1,3,4,CSS,CSS,0.8,0.8,12627.833333333334,99.14167752374489,503.76666666666665,21.479732048814967,6001.133333333333,49.712328003781465,291.7,20.800881391582102,10
1821,POWER,24,50,10,3,4,CSS,CSS,0.8,0.8,12663.466666666667,113.80033196592862,5053.6,80.98254956058949,5427.1,67.04990678591582,2589.5,62.1303736777217,10
1822,POWER,24,50,50,3,4,CSS,CSS,0.8,0.8,12653.266666666666,125.70917053085489,25278.0,159.99895832994247,3451.1,76.98499853867635,7356.933333333333,101.77456569409777,10
1823,POWER,24,50,100,3,4,CSS,CSS,0.8,0.8,12645.633333333333,122.28259165646688,50454.63333333333,204.06216100873664,1997.8,68.62380539336672,7595.633333333333,95.76376605422789,10
1824,POWER,24,50,300,3,4,CSS,CSS,0.8,0.8,12657.266666666666,90.03700473817541,151474.93333333332,408.08046047589954,236.8,15.85433694608513,2495.6,61.33873164648907,10
1825,POWER,24,50,1,3,5,CSS,CSS,0.8,0.8,12623.033333333333,109.3372407838346,882.3666666666667,27.348958948295554,5998.766666666666,73.45914208289908,521.6333333333333,23.64386225264862,10
1826,POWER,24,50,10,3,5,CSS,CSS,0.8,0.8,12649.033333333333,107.71334901281064,8887.966666666667,108.49070108641673,5382.0,74.15074735519079,4588.333333333333,83.54054238644984,10
1827,POWER,24,50,50,3,5,CSS,CSS,0.8,0.8,12627.766666666666,112.14980556777122,44342.4,189.6675336828455,3339.0,103.93780191377277,12859.366666666667,116.23467162980627,10
1828,POWER,24,50,100,3,5,CSS,CSS,0.8,0.8,12616.1,120.45617460304807,88693.1,358.2624131368886,1883.7666666666667,94.01336193447304,13033.066666666668,132.63381502802704,10
1829,POWER,24,50,300,3,5,CSS,CSS,0.8,0.8,12628.933333333332,98.73362592799319,266106.3333333333,434.31227884502135,225.36666666666667,20.919661140234137,4555.466666666666,134.85738969576548,10
1830,POWER,24,50,1,3,8,CSS,FHSS,0.8,0.3333333333333333,12591.5,82.08968672535343,14.866666666666667,3.4130468629787205,5998.766666666666,66.5360470388462,13.9,3.552933060632206,10
1831,POWER,24,50,10,3,8,CSS,FHSS,0.8,0.3333333333333333,12614.566666666668,128.13292143534213,144.2,12.215836715782784,5752.266666666666,76.28496284036295,134.26666666666668,12.398745456250357,10
1832,POWER,24,50,50,3,8,CSS,FHSS,0.8,0.3333333333333333,12605.8,117.92212119304277,717.1333333333333,23.533994324994833,4662.333333333333,75.65506518990576,665.9333333333333,22.697919630564286,10
1833,POWER,24,50,100,3,8,CSS,FHSS,0.8,0.3333333333333333,12617.233333333334,117.08221707652943,1435.5666666666666,30.395924434407693,3596.0666666666666,70.69178798763609,1329.6666666666667,29.57626676163771,10
1834,POWER,24,50,300,3,8,CSS,FHSS,0.8,0.3333333333333333,12614.966666666667,122.96733531940731,4327.966666666666,61.55998880947123,1266.4,50.3465324856969,4000.2,60.37350412225548,10
1835,POWER,24,50,1,3,9,CSS,FHSS,0.8,0.6666666666666666,12669.866666666667,106.34589267521756,36.0,6.377042156569663,6030.933333333333,69.6184522155505,29.566666666666666,6.091980156092288,10
1836,POWER,24,50,10,3,9,CSS,FHSS,0.8,0.6666666666666666,12619.0,104.45286018104052,332.06666666666666,14.906225395973173,5635.233333333334,55.5005605577297,270.46666666666664,16.376270094933776,10
1837,POWER,24,50,50,3,9,CSS,FHSS,0.8,0.6666666666666666,12639.566666666668,95.33403845893075,1686.5333333333333,41.239732728953946,4220.7,64.1259957687468,1367.6333333333334,43.970811025295205,10
1838,POWER,24,50,100,3,9,CSS,FHSS,0.8,0.6666666666666666,12629.533333333333,114.14661137716217,3381.366666666667,70.53721633924101,2913.4,63.61058612107474,2729.4333333333334,73.40512395073127,10
1839,POWER,24,50,300,3,9,CSS,FHSS,0.8,0.6666666666666666,12592.4,95.53170503380888,10074.4,99.27087521859906,698.8333333333334,33.65321513449924,8086.8,130.79434238528822,10
1840,POWER,24,50,1,4,0,CSS,CSS,0.8,0.8,25270.066666666666,162.88276629390708,37.56666666666667,7.8599547637940566,12095.766666666666,95.19932889586052,21.9,6.035174672976196,10
1841,POWER,24,50,10,4,0,CSS,CSS,0.8,0.8,25265.8,171.40602867655113,369.1666666666667,16.808893148833118,11066.666666666666,93.50626835791397,187.6,14.822505411254424,10
1842,POWER,24,50,50,4,0,CSS,CSS,0.8,0.8,25243.766666666666,164.8339939319422,1832.4,46.2238033917591,7366.966666666666,95.05243582126424,507.23333333333335,22.270583487840835,10
1843,POWER,24,50,100,4,0,CSS,CSS,0.8,0.8,25237.1,169.86884156116838,3659.1666666666665,78.09527656793476,4443.4,121.83639303043516,504.9,22.31643639413187,10
1844,POWER,24,50,300,4,0,CSS,CSS,0.8,0.8,25267.933333333334,166.95626839252114,11006.133333333333,85.00067973584422,596.6666666666666,37.103758419988786,125.7,9.71991083635373,10
1845,POWER,24,50,1,4,1,CSS,CSS,0.8,0.8,25242.166666666668,191.25690982433954,62.9,7.254194189111106,12124.8,106.31506635154462,35.666666666666664,7.98470760614035,10
1846,POWER,24,50,10,4,1,CSS,CSS,0.8,0.8,25227.066666666666,162.67512273102963,634.3666666666667,31.72221443860578,11035.066666666668,105.36474215262375,313.6,27.465857593261738,10
1847,POWER,24,50,50,4,1,CSS,CSS,0.8,0.8,25238.166666666668,149.79031640559708,3142.766666666667,42.155808878756226,7360.533333333334,98.41061370039763,854.8666666666667,33.29938271032796,10
1848,POWER,24,50,100,4,1,CSS,CSS,0.8,0.8,25263.466666666667,151.30360941571166,6268.3,94.3048779226186,4465.6,99.96452704167947,855.4666666666667,26.048331147226218,10
1849,POWER,24,50,300,4,1,CSS,CSS,0.8,0.8,25274.966666666667,133.09006557799705,18840.366666666665,140.27080554730156,602.3666666666667,32.129408473996044,222.06666666666666,19.13449473827017,10
1850,POWER,24,50,1,4,2,CSS,CSS,0.8,0.8,25228.633333333335,140.4852265858901,126.6,11.63213938476782,12123.533333333333,92.33083029098256,69.93333333333334,14.006982385780157,10
1851,POWER,24,50,10,4,2,CSS,CSS,0.8,0.8,25221.5,171.30708294366192,1254.6333333333334,36.02728903977589,11033.633333333333,89.57472981942074,600.1666666666666,38.58849857434495,10
1852,POWER,24,50,50,4,2,CSS,CSS,0.8,0.8,25289.333333333332,127.01504722757151,6301.7,75.81739026547055,7323.066666666667,83.4509569880551,1738.4666666666667,56.836451527362456,10
1853,POWER,24,50,100,4,2,CSS,CSS,0.8,0.8,25216.8,180.6474282499846,12597.166666666666,129.09559334935574,4384.1,82.06150132674884,1717.8666666666666,35.408787358821286,10
1854,POWER,24,50,300,4,2,CSS,CSS,0.8,0.8,25248.833333333332,169.48531565366432,37785.433333333334,147.03099068639312,577.7666666666667,31.888015861065355,452.6666666666667,15.593445916652149,10
1855,POWER,24,50,1,4,3,CSS,CSS,0.8,0.8,25277.8,141.04476830661486,249.13333333333333,13.809980288021977,12115.966666666667,89.62048996865741,141.03333333333333,18.08218890387874,10
1856,POWER,24,50,10,4,3,CSS,CSS,0.8,0.8,25242.066666666666,159.80090390510588,2526.0,61.21873351624757,11016.633333333333,90.70041651258033,1245.1333333333334,64.6780402369219,10
1857,POWER,24,50,50,4,3,CSS,CSS,0.8,0.8,25293.7,184.43682748663113,12619.533333333333,87.96428568206278,7197.933333333333,103.26759199068968,3566.1666666666665,79.03293968691507,10
1858,POWER,24,50,100,4,3,CSS,CSS,0.8,0.8,25292.666666666668,187.79391778104943,25245.8,176.7047254603,4251.466666666666,97.86920977622238,3597.8,66.26431920724758,10
1859,POWER,24,50,300,4,3,CSS,CSS,0.8,0.8,25222.566666666666,140.18646709135498,75785.8,261.75566214824596,532.2,36.51246362545262,1016.3,31.094640481386286,10
1860,POWER,24,50,1,4,4,CSS,CSS,0.8,0.8,25294.266666666666,129.96510642818282,505.76666666666665,18.03641378495798,12072.733333333334,108.15172469986577,245.43333333333334,39.08851777980616,10
1861,POWER,24,50,10,4,4,CSS,CSS,0.8,0.8,25255.8,189.19573638606835,5038.766666666666,62.81437379736867,10624.333333333334,110.37823859600023,2156.366666666667,117.22641435368662,10
1862,POWER,24,50,50,4,4,CSS,CSS,0.8,0.8,25212.6,136.89256127830078,25277.633333333335,163.6409653954521,6007.0,180.27016761886404,6184.266666666666,171.87823855534734,10
1863,POWER,24,50,100,4,4,CSS,CSS,0.8,0.8,25221.2,146.506291104967,50485.26666666667,217.27554446421766,2984.3333333333335,119.25444319698207,6523.966666666666,176.44781727814663,10
1864,POWER,24,50,300,4,4,CSS,CSS,0.8,0.8,25289.533333333333,144.225456221231,151531.13333333333,386.6384817313915,233.73333333333332,29.386996368386402,2361.766666666667,70.53353024547182,10
1865,POWER,24,50,1,4,5,CSS,CSS,0.8,0.8,25264.233333333334,195.76357906640573,896.7333333333333,30.878183596549558,12118.333333333334,91.85507909503728,520.6333333333333,31.294816752228403,10
1866,POWER,24,50,10,4,5,CSS,CSS,0.8,0.8,25296.633333333335,148.28092332536315,8870.9,74.19225026914873,10942.1,110.06796385264273,4486.233333333334,102.87879060115141,10
1867,POWER,24,50,50,4,5,CSS,CSS,0.8,0.8,25232.966666666667,191.4115084198324,44331.0,191.98628423232043,6848.8,166.78736962572034,12895.3,172.21249470736242,10
1868,POWER,24,50,100,4,5,CSS,CSS,0.8,0.8,25245.333333333332,181.0361535409126,88689.3,330.4096598668588,3894.5333333333333,102.53185954727545,13247.966666666667,178.93136176261058,10
1869,POWER,24,50,300,4,5,CSS,CSS,0.8,0.8,25221.666666666668,155.66809421186974,266123.9,548.9648652995321,469.23333333333335,38.30812214429496,4987.633333333333,108.48394146395842,10
1870,POWER,24,50,1,4,8,CSS,FHSS,0.8,0.3333333333333333,25239.833333333332,139.72546495022144,14.366666666666667,3.610016928245936,12093.366666666667,95.10993054822872,13.133333333333333,3.2117838587855747,10
1871,POWER,24,50,10,4,8,CSS,FHSS,0.8,0.3333333333333333,25250.7,142.27137214961178,142.76666666666668,11.45042454331813,11507.3,95.9309300139081,132.53333333333333,10.236318782756925,10
1872,POWER,24,50,50,4,8,CSS,FHSS,0.8,0.3333333333333333,25254.233333333334,124.46410013422434,710.0,24.32145828961194,9395.9,117.11770432631722,653.4333333333333,23.64978270983102,10
1873,POWER,24,50,100,4,8,CSS,FHSS,0.8,0.3333333333333333,25224.666666666668,140.78525806663455,1436.3333333333333,39.53001672428462,7229.4,135.58308645746834,1329.4666666666667,41.898077388931455,10
1874,POWER,24,50,300,4,8,CSS,FHSS,0.8,0.3333333333333333,25239.2,159.03026965539192,4286.733333333334,60.04661152434461,2587.8,89.86523243168071,3955.4333333333334,70.46686376509805,10
1875,POWER,24,50,1,4,9,CSS,FHSS,0.8,0.6666666666666666,25251.366666666665,144.37785687409115,33.86666666666667,5.9314603785427265,12090.866666666667,94.75291845402735,27.433333333333334,5.30837912068165,10
1876,POWER,24,50,10,4,9,CSS,FHSS,0.8,0.6666666666666666,25188.733333333334,126.92253105295721,335.4,17.556765077883796,11322.033333333333,86.16282389883833,276.7,16.599497984376917,10
1877,POWER,24,50,50,4,9,CSS,FHSS,0.8,0.6666666666666666,25230.066666666666,176.04524670915967,1686.4666666666667,40.007277115822596,8465.4,101.0783854243824,1376.2,35.555027773860616,10
1878,POWER,24,50,100,4,9,CSS,FHSS,0.8,0.6666666666666666,25208.9,153.72970868811706,3367.6666666666665,54.83206685467506,5897.866666666667,103.11602957617964,2757.133333333333,65.90282408381466,10
1879,POWER,24,50,300,4,9,CSS,FHSS,0.8,0.6666666666666666,25269.533333333333,176.33334593572732,10120.9,105.25313930393399,1398.7,64.27241502645855,8175.333333333333,126.90976671985844,10
1880,POWER,24,50,1,5,0,CSS,CSS,0.8,0.8,44326.63333333333,178.79830038963522,37.666666666666664,6.793788012262052,21169.9,140.0714936499691,21.933333333333334,6.185646467607264,10
1881,POWER,24,50,10,5,0,CSS,CSS,0.8,0.8,44297.23333333333,213.74325460441761,355.6666666666667,20.043840838411075,19363.7,143.19430854611505,177.6,17.978876494375278,10
1882,POWER,24,50,50,5,0,CSS,CSS,0.8,0.8,44326.2,187.19533469970168,1837.4,43.10266813087097,12845.5,176.326732705698,509.8333333333333,18.507806160884897,10
1883,POWER,24,50,100,5,0,CSS,CSS,0.8,0.8,44389.433333333334,203.41479515730632,3672.2,64.63610961890163,7768.4,183.16360628319882,496.23333333333335,27.90780456351871,10
1884,POWER,24,50,300,5,0,CSS,CSS,0.8,0.8,44309.23333333333,199.63511436841188,11015.966666666667,113.66954541809146,1041.5,62.97446572487402,126.63333333333334,7.213336414047402,10
1885,POWER,24,50,1,5,1,CSS,CSS,0.8,0.8,44352.76666666667,204.03916018472745,60.6,8.511169132381285,21148.3,128.56467892336008,32.8,11.895097029168502,10
1886,POWER,24,50,10,5,1,CSS,CSS,0.8,0.8,44271.433333333334,185.22845053848744,626.7666666666667,22.603367497393442,19334.1,94.08838043740222,302.96666666666664,29.743888261101457,10
1887,POWER,24,50,50,5,1,CSS,CSS,0.8,0.8,44352.3,251.7905412573448,3139.4666666666667,50.504609250597674,12901.933333333332,135.79541802121142,852.0666666666667,38.03851848966898,10
